individualnumber,gender,citycode,dateofbirth
97072800,E,22,1996
94043130,K,,1981
98178492,K,41,2000
98131998,E,43,1994
93565979,E,,1989
92935236,K,6,1965
93002101,E,,1957
21704557,E,45,1976
95083873,E,38,1974
101942598,E,38,2002
99014928,E,34,1969
96828668,E,,1996
97741574,K,34,1983
101453987,E,35,1999
96943108,E,16,1994
94291422,E,34,1984
95433187,E,34,1983
100931566,E,,1982
95431698,E,35,1984
93704746,K,41,1965
100745184,E,20,1950
24697012,K,,1984
94194764,E,35,1987
99679603,E,34,1977
95953446,K,31,1976
92361101,E,16,1966
99238138,K,,1997
94030303,E,,1985
98161383,E,43,1993
101367811,K,7,1960
96247151,K,,1992
93794552,K,58,2000
22986353,K,41,1983
96672180,K,,1974
100059240,K,,1972
101035116,K,50,2002
96909359,E,24,1983
97367933,K,,1972
98045557,K,,1967
96390099,E,21,1992
96077735,K,16,1962
95948083,K,16,1970
99456862,E,6,1970
95484615,E,,1960
94899754,K,41,1985
101962052,K,35,1989
93979731,E,35,1998
101318646,K,,1982
102005507,E,,2000
97784581,K,35,1980
97971983,E,34,1984
102151860,E,20,1999
78391464,E,35,1956
95964580,E,7,1981
93243419,K,6,1975
93058852,E,35,1968
102146966,E,76,2002
100421564,E,42,1976
93332226,E,6,1987
101742859,K,31,1984
94251637,E,54,1992
98126431,E,35,1953
97659762,E,34,1996
95849284,E,25,1996
95958075,E,48,1992
8778416,K,,1984
97772366,E,34,1986
93323784,K,2,1999
94520668,E,34,1980
51549825,E,54,1977
100915273,E,44,1997
96951733,K,,1991
97698037,K,10,1959
82730378,K,35,1962
95942842,E,,1981
93785029,E,61,1975
93024899,E,9,1960
101206082,K,38,1997
97966273,K,34,1973
93628215,E,34,1962
102095456,E,34,1975
100064725,E,,1972
97140073,E,7,1983
48927463,E,1,1982
95513388,K,48,1972
88503212,K,,1972
96059280,K,34,1957
95106732,K,9,1996
18376614,K,,1963
93198822,E,43,1955
101827098,K,6,2001
93043680,K,,1992
3331852,K,34,1967
97588512,K,42,1992
97862029,K,32,1999
93046229,K,51,1961
99323866,K,10,1975
96569507,K,,1991
98832420,E,60,1973
89128918,E,9,1966
98120864,E,16,1993
96578418,E,9,1950
100566285,K,48,1967
3986270,E,,1977
83933971,K,35,1987
101383757,E,31,1992
3554063,E,1,1958
94165522,E,34,1990
95913478,K,57,1981
97297764,E,,1994
93870736,E,43,1977
8205280,E,,1984
99613268,K,80,1974
91073595,E,,1973
96511757,E,10,1970
92932096,K,34,1980
55346681,K,38,1976
53166600,E,34,1959
97659537,E,6,1958
93855585,K,,1986
6814958,E,41,1962
96383104,K,10,1951
96733295,K,33,1977
95308551,E,3,1987
99411653,K,34,1969
93859480,E,,1964
100671120,K,10,1977
94528641,K,,1949
13394048,E,7,1981
96025409,E,44,1966
101686598,E,35,1980
99552235,K,,1967
95185343,E,59,1971
93951570,K,34,1981
94176921,K,,1996
95557537,E,34,1970
13091962,E,,1978
101764515,K,47,1996
100012420,K,7,1978
21035314,K,21,1983
20476942,K,34,1961
89815657,E,26,1963
101271744,K,6,1980
96603357,E,31,1996
94381228,E,,1993
100461185,E,48,1997
94791024,E,58,1970
96320990,K,48,1998
96969576,E,,1985
94796000,K,17,1984
101133976,K,54,1970
95821123,K,41,1988
101246458,K,26,1974
46828868,K,48,1976
100311488,E,31,1988
93213300,E,34,1982
100738658,K,35,1996
95431025,E,,1988
89956443,E,34,1972
95152206,K,38,1983
91057037,K,6,1984
5755821,K,34,1973
97032893,E,,1992
101679746,E,42,1978
92124208,E,8,1983
96350640,E,,1997
96478090,E,16,1983
95237118,E,34,1990
95156509,E,55,1985
93987500,K,16,1971
3539299,K,34,1970
47339074,K,,1977
94506638,E,,1991
96743613,K,,1995
93749139,E,31,1989
94986746,K,22,1974
97707377,K,,1983
94646751,K,,1986
92077857,K,,1989
88628908,E,33,1989
97229757,E,41,1978
92885316,K,47,1978
94964070,E,9,1974
7101464,K,35,1980
98430801,E,34,2000
89549196,E,35,1992
94534677,K,21,1994
101356921,E,,2001
96902833,E,15,1974
99653583,K,34,1980
84283529,K,33,1974
92377190,E,,1974
100337569,E,35,1996
97667245,K,26,1974
96500949,E,41,1989
95677502,K,39,1973
22000464,E,35,1980
93658313,K,8,1992
94262628,K,48,1974
95603602,K,,2000
72095902,K,34,1993
90007484,K,35,1983
101579866,E,32,1979
95291707,E,35,1939
92882767,K,34,1985
102258693,K,32,2002
94981505,E,55,1954
93716471,E,,1974
95711924,E,1,1976
92891495,E,33,1979
92746957,E,,1986
94263444,K,34,1956
94439447,E,59,1973
95471462,K,35,1957
94961725,E,2,1985
96630397,E,34,2000
95081711,E,6,1996
102125697,K,,2000
78991659,K,,1990
95387753,K,34,1998
54468767,E,,1979
101833134,E,20,1966
96419789,K,,1981
93169437,K,,1958
96991314,K,33,1999
96418382,K,16,1952
24028789,E,9,1954
96212872,E,68,1986
96548625,K,34,1995
96665818,E,34,1993
96227167,E,59,1995
101971432,E,35,1988
96699403,E,,1977
100161709,K,7,1974
101634659,E,52,1987
20918672,E,,1979
98039031,K,6,1978
58245843,K,16,1973
100796265,K,28,1980
23348126,E,35,1957
93592386,K,,1993
100819675,K,2,1980
100921757,E,34,1969
98965212,K,33,1945
95132548,E,45,1980
93900121,K,,1984
100715309,K,67,1955
99712740,E,45,1998
95171313,K,,1996
92510859,E,67,1980
95660740,E,51,1978
98708396,E,,1978
93676625,K,9,1968
9149304,E,,1978
92364710,K,68,1978
101100839,E,,1991
94398520,E,35,1952
93068375,E,35,1995
84270784,K,35,1986
93083444,K,,1976
90684496,E,34,1981
100094028,K,46,1958
98926243,K,43,1981
93122413,K,,1980
99098841,E,45,1994
96517303,K,34,1980
7878560,K,38,1969
99109975,K,,1953
102098657,E,34,1976
99036645,E,47,1990
94528702,E,7,1979
94280002,K,,1972
102145008,E,1,1964
97325313,E,,1991
758512,E,7,1960
99351945,E,,1969
91735843,K,10,1981
99741023,K,35,1959
92198026,E,,1980
100674260,E,,2002
18605574,E,34,1978
95254818,K,,1997
93099554,E,33,1982
94486267,E,,1963
18578820,K,34,1980
4913328,E,22,1971
94104203,E,,1990
99802933,K,34,1995
24505307,E,39,1988
99451703,E,,1991
100671242,K,,1996
95631967,E,10,1988
95452742,K,,2000
97225107,E,16,1985
94576725,K,7,2000
95902405,K,34,1961
101476438,K,47,2001
98477825,K,34,1992
96400478,E,25,1974
94191012,E,7,1997
95003630,K,6,1967
92937030,K,7,1982
97672547,E,42,1966
97359857,K,,1988
20899279,E,28,1980
97334632,K,34,2001
94987133,K,35,1998
98857971,K,6,1966
18797340,E,,1982
7679881,K,20,1977
95002692,K,35,1980
93141480,K,59,1982
101663779,E,7,2002
99115317,K,34,1989
90627949,E,10,1986
96928853,K,6,1973
91090887,E,41,1982
98459757,E,,1976
95258795,K,59,1998
95651625,E,26,1997
88691409,K,9,1970
97343360,K,,1991
100133058,E,6,1995
101994230,K,16,1957
98472645,K,6,1959
94229430,E,37,1945
91121006,K,34,1997
96990559,E,,1985
100657763,K,34,1998
11405100,E,76,1968
93024022,E,,1988
93979323,K,33,1996
82617141,E,,1983
96096230,K,49,1991
84242888,E,35,1970
21427328,K,43,1968
39488281,E,34,1982
101163136,K,34,1990
93715390,E,6,1964
101595955,E,42,1955
13574802,E,35,1972
75474886,E,7,1960
88828300,E,7,1978
20046529,K,38,1955
94757275,E,58,1981
53454778,E,15,1968
94536614,E,48,1986
94050552,K,54,1955
49139274,E,24,1962
48375453,K,7,1976
94679806,K,26,1957
94712943,K,,1960
96349620,K,,1967
89932421,E,34,1964
10831373,E,34,1955
95800771,K,,1999
97103714,K,33,1980
83028752,E,9,1981
95394992,E,7,1966
94473705,K,,1987
98118784,E,35,1979
95424581,E,,1966
94554518,E,68,1997
96285916,K,34,1971
96344991,E,17,1975
98732540,E,10,1996
100489346,K,67,1959
95105060,E,35,1978
92902425,E,,1976
97763087,K,34,1982
97456637,E,7,1982
42362891,E,7,1944
92253166,K,,1980
93557699,K,,1976
96847571,K,38,1986
93666959,K,,1985
83682110,K,41,1975
98819940,K,6,1950
91739004,E,48,1988
77641631,K,36,1987
99946268,K,27,1979
93085585,K,6,1965
97220886,K,,1983
88291727,E,35,1949
92359408,K,,1985
100343992,K,6,1981
98123535,E,20,1972
95502519,K,33,1978
102122883,K,40,1990
89840535,K,34,1974
95857379,E,,1987
10129401,E,10,1975
97315994,E,7,1974
92892494,E,,1974
93047350,E,34,1975
102275924,E,45,1972
97632232,K,22,1983
98322193,E,33,1998
98980649,K,48,1998
101316259,E,35,1973
101776444,K,35,1999
94187851,K,,1974
99822652,E,2,1988
95762353,K,72,1973
101705276,K,,1956
98255654,E,17,1990
95277759,K,22,1982
96162157,E,23,1984
88587430,E,11,1968
98019964,E,16,1991
101179980,K,1,1988
100402497,K,34,1960
100751994,E,,1984
21323309,E,6,1976
95614307,K,,1971
92985379,K,,1963
86548991,E,34,1986
99970412,K,31,2001
101975184,E,,1986
95926997,K,,1987
3570070,E,32,1973
97383593,E,47,1971
99900121,K,16,1950
94041416,E,26,1952
53931582,K,35,1977
90131956,K,,1992
102280492,K,34,1986
88450600,E,34,1963
96882176,K,80,1991
89039846,E,34,1983
39852481,E,20,1965
97000694,E,41,1947
54449925,E,48,1971
80237851,E,48,1974
101534779,E,46,1974
99466160,K,41,1980
7403958,E,,1977
102067804,E,21,1992
101381126,K,34,1968
94279186,K,34,1998
101519098,E,10,1982
84058361,K,34,1980
102027224,K,80,1995
101816025,K,41,1995
92641714,K,38,1978
7079318,K,34,1970
96642448,K,16,1969
81548012,E,27,1983
101447991,K,6,1983
95619487,K,39,1962
97111361,K,1,1992
99781868,E,34,1991
93577092,E,58,1986
101575420,K,61,1981
93985481,E,11,1952
95125900,E,6,1978
98813904,K,1,1999
92286629,K,35,1999
78071901,K,15,1988
18999750,E,33,1979
96546810,K,34,1982
93911295,K,9,1992
95750933,K,34,1995
93223679,K,,1996
93056343,K,5,1981
87882909,E,26,1956
99863089,K,,1992
22525352,E,,1985
95208793,E,41,1979
46117495,E,34,1963
79748750,E,64,1987
97284529,K,7,1982
10484139,E,1,1963
95591713,K,,1969
93718530,E,9,2000
22136131,K,,1982
97669243,E,42,1975
88321091,K,25,1992
91805114,K,45,1987
101252677,K,34,1993
100227493,E,9,1977
95555436,E,34,1973
93188218,E,,1988
93608618,K,34,1997
95395991,E,34,1962
23862370,E,45,1960
97562736,E,16,1995
101127124,E,52,1991
96806236,K,63,1998
97747181,E,13,1988
92545321,K,,1985
86545851,E,,1970
98774731,E,32,1978
102182284,K,37,1985
97705806,E,43,1972
19695278,E,34,1968
99298620,E,19,1985
96390995,K,16,1988
94970962,K,59,1977
94771223,K,,1984
95813659,K,1,2000
56282242,E,35,1989
96921145,E,,1972
100019495,E,,1971
101018129,E,,1999
101836865,E,42,1996
88425131,K,,1970
96405494,E,35,1985
96365913,K,34,1996
7690199,E,64,1961
97311222,E,10,1998
94494749,E,,1981
101326985,E,,1967
100865740,E,77,1968
94502335,E,34,1981
96083872,E,33,1979
24410464,E,,1990
100327556,E,16,1971
100462775,K,1,1987
100134730,K,,1986
93916189,K,3,1981
92639634,E,39,1986
99878587,E,6,2001
95181019,E,33,1984
97151594,K,38,2000
95573605,K,34,1946
98924836,E,34,1993
95686005,E,45,1985
100747508,K,,1996
96762434,K,34,1974
6430059,E,41,1972
97822448,E,71,1972
98032118,K,35,1994
101621363,K,34,1966
93064112,K,,1970
102237750,E,15,1952
100518506,K,,1990
92841310,K,,1982
96893962,E,38,1958
97575889,K,35,1994
98264443,K,,1970
89779155,K,6,1987
97777769,K,34,1971
90509105,E,34,1983
99686821,E,77,1956
100459145,K,,1989
101559392,E,,1963
95926875,E,61,1976
98789209,E,,1965
97606538,E,41,1995
100736088,K,35,1974
55629639,K,,1970
88351801,K,,1966
97620343,E,34,1990
92090785,E,38,1981
95225433,E,6,1965
93977956,K,,1992
95000816,K,27,1991
98296560,K,,1985
93098595,E,9,1981
96488122,E,34,1992
101176676,E,35,1984
101723996,K,,1984
97142418,K,9,1992
24731678,E,34,1972
95272171,E,34,2049
96199168,E,34,1986
101886968,K,59,2000
92990742,E,34,1971
100944147,K,7,1948
100983320,K,34,1985
96455862,K,3,1988
100189319,E,35,1991
94168784,E,35,1976
20285910,K,48,1986
83279124,K,35,1956
101385204,E,16,1988
88245294,E,34,1976
98693428,E,61,1998
96668264,E,16,1998
97805604,E,41,1981
101497482,E,35,1990
102112401,E,56,1985
101562818,K,34,1997
96955199,K,46,1972
86303452,K,34,1990
99456168,E,7,1954
100134261,K,59,1991
100022778,E,42,1985
93363996,E,35,1985
93013336,E,,1960
95453598,E,34,1988
94740227,E,21,1991
101873428,E,35,2003
98699811,K,6,1975
102099452,K,9,2002
93976427,K,45,1984
101948735,E,30,2001
6956232,K,34,1959
98651910,K,59,1973
18542970,E,,1972
95447297,E,16,1988
95632823,K,34,1995
99954037,K,41,1984
88311690,E,,1984
101463693,E,35,1982
98751973,K,34,1963
95810885,E,34,1988
99076735,K,7,1963
101144151,E,,1973
99471584,E,75,1968
12880660,E,6,1954
93050368,K,,1985
99804279,E,1,1960
96614001,K,,1985
96238871,E,7,1971
93594670,K,34,1973
97605518,E,7,1975
90247843,E,16,1993
100776790,K,35,1973
98362956,E,21,1996
101732295,E,,1972
96345582,K,64,1983
95316728,E,34,1979
100653582,E,34,1993
94630376,E,46,1967
8975217,E,34,1938
44967267,E,63,1978
99751545,K,9,2000
100551500,E,56,1990
93952874,K,34,1972
97157018,K,,1993
98119497,K,7,1979
94222700,K,,1958
97451335,K,48,1987
91479475,E,20,1972
88241073,K,6,1981
101600298,E,6,1972
97956525,E,65,1982
95130182,K,35,1984
95511104,E,1,2000
97825853,E,,1965
94545525,E,46,1989
92902200,K,9,1969
101556904,E,,1996
101931769,K,48,1980
92973164,K,34,1949
68188297,E,1,1985
91597728,E,9,1954
99948735,E,,1997
95988438,E,7,1978
374368,E,,1975
98533922,K,35,1998
97492302,E,16,1987
97742409,K,34,1989
100331104,E,56,1989
77791858,K,39,1976
99832623,E,34,1988
96342829,E,6,1976
99875365,E,79,1972
96602867,K,33,1990
20933598,K,34,1966
96827423,K,35,1982
89630579,K,42,1976
95656824,E,16,1940
100135872,K,48,1980
100731806,E,54,1984
101777912,K,42,1995
94482534,K,,1976
7889612,E,34,1980
88785762,E,43,1980
95799629,E,10,1992
94954322,E,60,1983
74911416,E,59,1976
93058810,E,,1978
100748364,K,41,1992
100600665,E,41,1975
95250454,K,50,1993
94080446,E,63,1968
21213151,K,,1974
99176533,E,34,1988
98500133,K,,1993
23337848,E,7,1974
92911050,K,,1991
99509819,K,7,1963
95179877,K,38,1993
91122922,K,7,1991
94438467,E,9,1993
95858113,K,,1936
99343686,K,34,1974
100815841,E,47,1974
94895104,E,35,1984
96497563,E,10,1986
101666837,E,,2000
96338608,K,42,2000
102113930,E,34,1992
101056833,E,38,1983
99923327,K,16,1995
95482636,K,35,1967
96595159,E,35,1976
70182200,K,,1983
97855768,E,34,1987
96341687,K,36,1986
99173332,K,27,1971
99388283,E,,1962
93821754,E,,1979
101406391,K,65,1973
94051734,E,6,1984
100395155,K,47,1964
98995106,E,,1968
101916067,E,,1996
97770448,E,33,1989
99727992,E,16,1989
101675218,E,27,1979
94419564,E,,1985
98738433,E,21,1990
95024939,K,,1990
92279165,K,,1958
84881787,E,48,1969
93937111,K,,1958
93545484,K,,1980
95146883,E,41,1993
96956932,K,20,1988
98878260,K,6,1989
95341198,K,35,2000
96351149,K,29,1999
101875222,E,38,2002
95191154,E,16,1950
99320337,K,48,2000
97218255,K,34,1976
20344577,E,35,1958
100965008,K,,2001
98175554,K,35,1998
93014213,K,34,1980
100546871,K,42,2001
95885071,E,34,1981
98004262,E,60,1989
96511532,K,34,1960
94031138,E,33,1980
95003956,K,41,1980
97032729,E,6,1979
77750626,K,,1985
101307123,E,,1979
100090581,E,34,1983
100664043,K,6,1981
97707274,E,38,1995
98552030,K,52,2001
98874977,E,44,1978
100881421,E,44,2001
96417015,K,35,1984
99618406,K,34,1984
102036400,E,35,1980
98148127,K,48,1969
93598197,E,16,1974
93182079,K,,1980
100367993,E,35,1988
51453146,E,33,1960
99939681,E,39,1994
101305451,E,,1990
98016191,E,33,1966
100164828,E,,1996
101721222,E,7,1997
95515365,E,22,1982
96121699,E,48,1996
99733355,E,7,1991
98248394,E,41,1971
90843430,E,35,1980
96917902,E,7,1996
95029650,K,34,2042
99397276,E,56,1995
74753582,E,80,1970
96345786,E,34,1987
93585452,E,34,1976
93671241,K,,1994
101933645,E,6,2000
101074472,E,,2003
89918982,E,35,1991
98073819,E,53,1972
95005689,E,34,1963
95795122,E,38,1991
98612268,E,10,1980
96467913,K,16,1979
97657497,K,42,1946
102247803,K,13,1998
100538633,K,73,1992
101775567,K,,1960
87342502,E,34,1994
94676237,K,33,1990
18613118,K,,1985
93293419,E,35,1973
93416566,E,5,1988
87967474,E,55,1970
100816493,K,43,1989
18699050,E,,1980
101312160,K,,1989
93055323,K,,1990
60924649,K,26,1950
66881072,K,,1973
93522135,E,2,1970
92860213,E,,1983
92946471,K,,1960
94507881,E,6,1966
85323517,E,60,1957
98677461,K,6,1989
96352413,K,32,1980
101643284,E,34,1969
49702906,E,50,1959
89298374,E,45,1992
96293725,E,,1991
93007769,K,,1983
95067456,K,34,1958
100442770,K,20,1992
101458717,K,,1992
44062130,E,,1951
98072065,E,,1984
89497909,E,34,1981
100329350,E,34,2001
96214523,K,34,1999
7089432,K,26,1966
96122025,K,16,1991
93218968,E,34,1965
97697282,K,7,1983
90092518,E,,1984
101066600,K,,1993
98225453,K,59,1996
99950733,K,,2001
98305818,E,34,1977
93195823,K,,1995
21084172,K,,1965
101492792,K,58,1973
93265380,K,34,1962
99402496,E,48,1998
21024281,E,7,1963
98319419,K,,1981
97936459,E,9,1982
100647220,E,,1991
90144415,E,,1980
101997227,E,73,1990
102090663,E,59,1992
97926059,E,15,1962
96184465,E,54,1955
88466811,E,34,1969
98142030,K,34,1975
95997940,K,16,1993
99857236,E,63,1961
77659331,E,6,1934
98691144,E,9,1979
93504965,E,,1965
95811762,K,,1968
94448051,E,16,1970
97919737,E,20,1989
98727278,E,32,1989
99702767,E,,1999
99044862,E,6,1997
95117763,E,,1989
93323069,K,34,1970
94176023,E,,1982
100170191,E,17,1996
97159689,E,34,1992
95183486,K,7,1970
101477008,E,54,1984
99381023,E,33,2000
94891596,K,,1978
48731516,E,7,1978
93582760,E,,1976
100329901,K,42,1999
96527804,K,77,1976
101998573,K,,2000
94150920,E,41,1974
99030853,E,74,1997
95554130,E,15,1953
13151281,E,22,1964
96713065,K,,1968
9099220,E,34,1970
102201921,K,33,2001
98207488,K,6,1992
96102102,E,7,1990
97758641,K,1,1988
92861824,K,22,1954
48079035,E,34,1980
100866474,E,16,1993
94812924,K,65,1989
88395990,E,48,1945
95112339,E,56,1986
100589327,E,54,1993
78435407,K,55,1965
92460449,K,10,1999
100305736,E,,1990
101728726,K,55,1960
93430106,E,55,1990
13497577,E,6,1973
97670364,E,22,1968
101015559,K,34,1973
92534900,K,35,1991
98252880,K,,1990
94373070,K,8,1985
97295316,K,65,1994
91959358,E,21,1981
94211627,E,34,1949
96476029,K,41,1969
98529232,K,35,1983
93197699,K,1,1979
92724851,K,7,1956
94577438,K,39,1996
100005200,K,7,2002
93349497,E,35,1970
96221354,E,,1949
94622300,E,,1999
44477228,E,78,1979
95257346,E,48,1998
100147006,K,45,1991
92055221,K,48,1993
96241338,E,34,1947
98758396,K,21,1981
98431697,K,34,1964
87857215,E,63,1981
93463773,E,,1979
88300760,E,31,1987
89139215,K,80,1977
95802157,K,34,1994
81756111,E,35,1979
92871347,E,7,1984
78618098,E,34,1994
100623320,K,51,2001
95771304,E,6,1999
92952955,K,34,1982
96995758,E,34,1994
88405105,K,,1980
101385265,E,9,1953
88400415,E,21,1967
100179306,E,80,1977
99394033,E,34,1981
96730092,E,6,1976
94921103,E,,1976
98233426,K,27,1962
98895899,K,51,1973
94748200,E,7,1991
97289871,E,34,1978
20584223,K,25,1983
94537123,K,,1997
99208120,E,34,1966
23612486,K,35,1960
82282284,K,41,1988
97178470,E,10,1959
87552029,E,48,1979
94865902,E,42,1986
7921443,E,41,1979
89068516,K,54,1963
98409490,E,2,1975
93813821,K,17,1996
101921695,E,34,2002
9089697,E,,1977
97673647,K,35,1997
100550154,E,20,1994
98641693,K,42,1976
93117355,E,26,1970
9199691,E,,1963
94084320,K,7,1978
95432329,K,31,1983
95442056,K,26,1964
97928322,E,35,1987
94155080,K,,1960
95637492,E,,1971
99869104,K,9,1958
92076999,K,5,1988
99164318,E,61,1966
94447582,E,34,1986
99182977,E,,1987
98222904,E,33,1988
96029731,E,15,1964
18814998,E,39,1971
99494035,E,32,1975
99434878,K,,2001
102024919,K,45,1955
98998511,K,,1994
23899217,K,,1964
94118191,E,,1988
101740676,E,7,1997
97220926,K,34,1998
97857032,E,15,1980
101881441,E,35,1984
97752054,E,32,1985
92978058,K,,1962
99058280,E,9,1994
68854562,E,35,1983
96005383,E,81,1974
95152042,K,34,1989
96994025,K,39,1992
97927445,K,,1992
95229694,K,,1994
23904988,K,,1976
68240867,K,7,1977
89293133,K,,1985
102065968,K,16,2003
20697826,E,35,1965
99257285,K,34,1980
101343400,K,,1990
21476390,E,34,1975
54792692,E,,1982
99199596,E,17,1987
100498379,E,10,1994
95857684,K,7,1987
95118579,K,,1992
83420684,E,,1983
59701581,E,35,1983
101563327,E,34,1977
96057770,E,26,1986
98804604,E,,1982
96404718,E,33,1989
89376699,E,38,1975
96623585,K,34,1954
97444462,E,80,1982
92894063,K,,1960
95259079,E,1,1978
93671037,K,35,1979
48822933,E,,1985
100166092,K,33,1973
93023715,E,7,1991
98968474,E,17,1992
90376679,E,34,1988
96825995,E,35,1949
101034748,K,33,1983
5497882,E,64,1978
100066824,E,33,2000
94221680,K,,1978
100144028,E,,1984
94437386,E,9,1995
2501389,K,7,1969
99837313,K,55,1975
100790860,K,35,1973
101753074,K,,1987
101358103,E,22,1974
98938559,K,33,1986
95976284,K,6,1977
98358714,E,34,1999
88509675,E,1,1986
94587226,K,34,1981
99468953,K,76,1993
101578621,E,10,1990
99063031,E,,1990
95299781,K,27,1991
97149289,E,,1991
23495375,E,45,1952
97116682,K,9,2000
95057994,E,,1969
98947470,E,,1974
94262056,E,,1964
98109280,E,42,1985
9447861,E,6,1980
21407731,E,44,1976
98226044,E,34,1976
98824466,E,24,1983
98455372,K,59,1995
93234262,K,35,1955
99694039,K,7,1992
93158791,E,35,1974
101762189,E,48,1953
43598540,K,35,1976
66366950,K,41,1979
94164950,E,34,1959
94081098,E,34,1945
76041475,K,34,1945
75580495,K,,1985
98187014,E,1,1960
21559691,E,35,1950
84363240,K,,1989
55220127,E,16,1972
73379002,E,6,1954
101260833,K,45,1986
98230347,E,34,1964
101319521,E,34,2000
100755174,E,38,1987
95344786,K,7,1984
93800199,E,,1979
96636044,E,,1995
97879422,E,,1986
96020330,E,34,1985
93679540,K,7,1984
74121371,K,34,1975
98857542,K,,1984
102262689,E,34,1978
80893573,E,48,1974
5563544,E,34,1959
94596076,E,10,2000
18542745,E,35,1961
101483574,K,,1996
97193825,K,61,1999
93060808,E,,1983
95897856,K,54,1996
95280470,K,35,1989
100813679,K,,1993
99340300,K,34,1972
21988289,E,45,1971
100863496,E,33,1966
90162176,K,,1972
79477618,E,10,1972
93701869,E,35,1969
96602173,E,34,1971
92932563,E,6,1994
90543750,E,63,1987
95612879,K,26,1950
92943697,K,20,1981
88999754,K,,1984
89735067,E,,1969
99202940,K,,1993
71262707,E,1,1969
101921817,E,34,1954
88520870,K,,1988
93510511,E,27,1955
89127673,K,63,1988
93509308,E,1,1968
85760414,E,,1986
100479516,K,21,1980
85448784,K,48,1975
95710189,K,,1982
99131854,E,80,1994
100397418,K,,1957
93342237,E,26,1977
95473561,K,,1993
101814372,K,20,1988
89412650,K,48,1987
102029283,E,45,2001
93527885,E,,1984
93814494,K,47,1983
94411549,E,26,1996
94262872,K,16,1977
100561410,K,67,2003
99562246,K,,2000
98813332,K,34,1974
22073466,E,7,1977
102162605,K,17,1983
99871449,E,,1987
96429127,E,6,1990
95432186,E,,1960
96148432,E,45,1944
95717306,K,67,1987
3842546,E,35,1983
93889536,K,,1957
93615897,K,,1985
96571320,E,9,1998
94112746,E,3,1989
93166764,K,7,1968
101714778,E,34,1973
95474377,K,,1995
98507351,E,6,1964
101895328,E,36,2000
102071188,E,39,2001
96061583,E,34,1987
88909071,E,,1981
100991680,K,34,1998
95571952,K,34,1963
100553090,E,,1962
99957034,E,31,1989
95081730,K,33,1952
101708681,E,,1997
92965149,K,16,1998
100808581,E,33,1964
97405758,K,34,1996
95680743,E,78,1981
94654417,K,1,2000
94619139,K,,1993
97688125,E,63,1981
94203837,E,65,1992
98155549,E,35,1989
101828463,E,,1987
93453434,E,34,1982
95789065,K,34,1947
93581210,E,32,1995
100005995,K,34,1978
94317522,E,,1971
88765532,E,23,1980
97955810,K,9,1990
7051380,K,,1971
97328636,K,8,1997
100776565,K,34,1992
98864495,K,45,1985
100035359,E,,1994
101530251,E,7,1988
94641203,K,34,1994
99131589,K,,2002
99367401,E,42,1980
16598823,K,,1989
100585432,K,,1988
96618079,K,39,1976
78287891,E,1,1991
18624843,K,,1961
97128081,K,,1989
101057668,K,,1983
93399232,E,,1945
94758783,K,,1963
101077061,E,,1968
16467682,K,,1989
101028752,K,33,1989
95048858,K,16,1981
97142111,K,34,1996
43691486,K,,1987
100930626,K,45,1999
98994004,E,,1996
94011949,K,7,1983
100579375,K,34,1980
101741532,E,63,1994
20148161,K,7,1962
25235949,K,55,1953
94363322,E,17,1952
17030683,K,,1990
18722561,E,16,1975
97778013,K,23,1981
92728725,K,,1983
2616542,E,6,1975
86465383,K,,1988
96454005,E,35,1952
100433165,E,34,1975
97948632,E,54,1976
99417422,K,26,1994
99872652,K,47,1995
92512958,K,58,1996
80461223,E,7,1976
101076979,K,32,2001
97818654,K,,1993
100208079,E,7,1991
102011888,K,,1965
94089397,E,,1986
96440934,E,38,1999
101926303,E,,1989
97794367,E,34,1957
96166540,K,52,1994
98883949,K,34,1976
98530271,E,1,1992
99829115,E,27,1985
18324490,E,34,1963
99858704,K,48,1974
91291461,K,50,1996
97276167,E,37,1983
101009319,K,34,1956
52844875,K,32,1979
96756764,E,16,1980
18923972,E,15,1951
52036232,K,,1987
98353473,E,34,1990
99815962,E,43,1999
95358938,K,,1980
97517098,E,34,1987
92959643,E,26,1986
98047696,E,13,1995
98812842,K,55,1972
100198678,E,56,1991
100135830,E,6,1977
99073084,E,38,1994
56885047,E,1,1942
100593323,E,34,1974
102181651,E,1,1981
97064152,K,67,1969
24707349,K,17,1975
99738779,K,65,1989
93524724,E,7,1964
87880869,E,35,1957
97097697,E,41,1986
100382246,E,34,1997
100435041,E,6,1994
97272150,E,34,1980
96382042,K,34,1973
98183710,E,38,1959
91732844,E,10,1988
90294560,E,34,1994
95083484,E,34,1973
94281041,E,,1991
93634453,K,7,1997
93249535,E,,1944
12769156,K,34,1970
99495503,K,16,1941
96214441,E,6,1955
102126654,E,71,1989
94788902,K,,1998
100036501,E,42,1972
95932400,E,10,1945
101077040,K,34,1947
96762943,K,64,1977
91656986,K,,1986
95087827,K,,1987
93123635,K,9,1977
93375027,E,7,1991
45560692,E,80,1969
88178387,K,,1984
101628316,K,,1982
41615138,K,34,1985
77690367,K,9,1947
100442219,K,35,1966
95251411,K,51,1970
99689818,K,20,1965
74774361,K,59,1983
80776931,E,34,1990
96336364,K,9,2000
97483696,K,21,2000
94050775,E,7,1972
98808764,E,53,1988
98073981,E,17,1977
93869409,E,,1948
101610004,E,10,1990
